id,Longitud,Latitud,2026_011,2026_012,2026_013,2026_010,2026_021,2026_022,2026_023,2026_020,2026_031,2026_032,2026_033,2026_030,2026_041,2026_042
102,-55.33349999785423,-33.00000002980232,26.42094612121582,39.375518798828125,22.787567138671875,29.310577392578125,15.68179702758789,24.71222305297852,22.03851127624512,20.72315216064453,25.16674041748047,26.07717704772949,75.76090240478516,43.4131965637207,91.04645538330078,94.73657989501952
103,-54.99999997019768,-33.00000002980232,21.878318786621094,36.54548263549805,16.575927734375,24.728168487548828,7.933101177215576,22.74283790588379,17.79184913635254,16.039077758789062,36.61302947998047,53.35171890258789,91.55999755859376,61.50991821289063,92.71636199951172,94.2270965576172
104,-55.33349999785423,-32.66650000214577,36.39704513549805,45.26346969604492,31.4914779663086,37.51649856567383,23.14841079711914,35.09929656982422,33.25965118408203,30.305509567260746,35.47544479370117,35.00886535644531,72.98519134521484,48.63484573364258,88.9817123413086,96.0341339111328
105,-55.66650000214577,-32.0,61.72439956665039,62.5086555480957,42.77265930175781,55.2525749206543,30.46854019165039,51.025177001953125,48.30780029296875,42.90712738037109,48.1174430847168,47.61462020874024,91.12625122070312,63.216434478759766,95.95977783203124,95.6640396118164
106,-56.66650000214577,-31.666500002145767,46.04751586914063,54.58270263671875,21.48808860778809,40.08616638183594,9.37509059906006,84.4697265625,78.11619567871094,55.83491897583008,66.50818634033203,56.83966064453125,87.40431213378906,70.80406188964844,88.75009155273438,89.01729583740234
107,-56.33349999785423,-31.666500002145767,64.96009826660156,64.0641860961914,26.486648559570312,51.01922607421875,10.952731132507324,87.25650787353516,78.29707336425781,57.44532012939453,70.24075317382812,65.74794006347656,88.11602020263672,75.13429260253906,86.73995208740234,91.36653900146484
108,-56.66650000214577,-30.666499972343445,63.84312057495117,55.02592849731445,16.920522689819336,44.34891128540039,3.487591981887817,78.7660903930664,67.46896362304688,48.65316390991211,58.10541534423828,41.640872955322266,86.75889587402344,62.96163940429688,89.39407348632812,85.29463195800781
109,-56.66650000214577,-30.99999997019768,62.96857833862305,70.35519409179688,34.67885208129883,55.31306838989258,12.625758171081545,62.90800476074219,79.02113342285156,49.553810119628906,64.79434967041016,51.66645431518555,86.41216278076172,68.23037719726562,95.18962860107422,90.82491302490234
110,-56.33349999785423,-30.666499972343445,57.21595764160156,41.14199066162109,6.137945175170898,33.90635299682617,0.681974291801453,79.40879821777344,66.46385955810547,47.59352111816406,34.616363525390625,19.08037567138672,82.70243835449219,46.66755294799805,86.39057159423828,81.32674407958984
111,-56.33349999785423,-30.99999997019768,61.84637451171875,59.59730911254883,23.3237361907959,47.45154571533203,7.863256454467773,80.16461181640625,69.52194213867188,51.30193710327149,38.80476379394531,22.48238182067871,79.02081298828125,47.809688568115234,91.57686614990234,88.94107055664062
112,-56.66650000214577,-31.33349999785424,54.41908264160156,51.77461624145508,14.723939895629885,39.480655670166016,1.737432837486267,69.9688949584961,74.99298858642578,47.03597259521485,50.81163787841797,39.34116744995117,74.1208267211914,55.38248825073242,84.73883819580078,83.32532501220703
113,-56.33349999785423,-31.33349999785424,52.16776657104492,50.03698348999024,10.409300804138184,36.66289520263672,0.98907333612442,76.4328842163086,70.78076934814453,47.87377548217773,44.77755737304688,41.78633117675781,74.6640625,54.41753387451172,82.08133697509766,81.9226303100586
114,-57.666499972343445,-30.333500027656555,70.08746337890625,73.18204498291016,46.34587097167969,62.661277770996094,28.6506404876709,62.613407135009766,80.11088562011719,55.48312759399414,66.07727813720703,55.91239929199219,90.3692855834961,71.41802978515625,97.23267364501952,96.25680541992188
115,-57.33350002765656,-30.666499972343445,69.63034057617188,69.90652465820312,39.54457092285156,59.04383850097656,22.362768173217773,64.80962371826172,78.68257904052734,53.61373519897461,65.0912094116211,53.36571502685547,89.12178039550781,69.83576965332031,96.13906860351562,94.59075927734376
116,-57.33350002765656,-30.333500027656555,70.20015716552734,73.40846252441406,48.077884674072266,63.38525390625,30.688844680786133,63.70076751708984,81.62190246582031,57.03112030029297,70.77586364746094,60.47124862670898,93.098876953125,75.37286376953125,96.26383209228516,96.09121704101562
117,-57.00000002980232,-30.333500027656555,74.25611877441406,76.57951354980469,45.50370788574219,64.80313110351562,26.74104118347168,64.08851623535156,80.14865112304688,55.33874130249024,64.62258911132812,52.24760818481445,88.15682220458984,68.98151397705078,94.85701751708984,94.35272216796876
